Problem,Problem Type,Algorithm,Population Size,Constraints Number,Objectives Number,Archive Size,Mutation Type,Crossover Rate,Crossover Type,Number of Generations,Decision Variables Number,Reference Point,Execution Time,Hypervolume,Mutation Rate
C3DTLZ4,Math,CMOEA/D-DMA,300,2,2,4,Polynomial,0.8345,SBX,50,20,[1.05024882 1.05977187],3.3641,0.525492,0.603552
C3DTLZ4,Math,CMOEA/D-DMA,300,2,2,4,Polynomial,0.7119,SBX,100,20,[1.07122651 1.07014656],6.4123,0.484686,0.625724
C3DTLZ4,Math,CMOEA/D-DMA,500,2,2,1,Polynomial,0.8892,SBX,300,20,[1.09190128 1.09356646],40.0000,0.443495,0.299904
C3DTLZ4,Math,CMOEA/D-DMA,200,2,2,6,Polynomial,0.8742,SBX,100,20,[1.07383958 1.07396884],3.4973,0.492221,0.452575
C3DTLZ4,Math,CMOEA/D-DMA,300,2,2,8,Polynomial,0.9710,SBX,1000,20,[1.06243869 1.06495299],65.9284,0.518810,0.997091
C3DTLZ4,Math,CMOEA/D-DMA,500,2,2,2,Polynomial,0.7388,SBX,1000,20,[1.08454189 1.08345724],133.2837,0.474488,0.591785
C3DTLZ4,Math,CMOEA/D-DMA,200,2,2,8,Polynomial,0.8818,SBX,50,20,[1.0796277  1.08105501],1.7693,0.464938,0.182892
C3DTLZ4,Math,CMOEA/D-DMA,500,2,2,1,Polynomial,0.8759,SBX,500,20,[1.07792152 1.078466  ],67.6303,0.481421,0.622735
C3DTLZ4,Math,CMOEA/D-DMA,200,2,2,2,Polynomial,0.9011,SBX,150,20,[1.06247455 1.0628009 ],5.5814,0.510686,0.840675
C3DTLZ4,Math,CMOEA/D-DMA,400,2,2,6,Polynomial,0.9489,SBX,500,20,[1.09486342 1.09620653],45.8156,0.438858,0.206182
C3DTLZ4,Math,CMOEA/D-DMA,500,2,2,6,Polynomial,0.9238,SBX,100,20,[1.05799361 1.05937916],15.1199,0.520926,0.960497
C3DTLZ4,Math,CMOEA/D-DMA,300,2,2,8,Polynomial,0.8653,SBX,50,20,[1.05027519 1.04771756],3.5680,0.513390,0.905740
C3DTLZ4,Math,CMOEA/D-DMA,100,2,2,2,Polynomial,0.9256,SBX,150,20,[1.08043641 1.08153884],1.9504,0.448634,0.278025
C3DTLZ4,Math,CMOEA/D-DMA,400,2,2,2,Polynomial,0.9818,SBX,50,20,[1.05945887 1.05530275],5.5734,0.517832,0.879131
C3DTLZ4,Math,CMOEA/D-DMA,200,2,2,8,Polynomial,0.8595,SBX,1000,20,[1.06833065 1.06349964],36.3842,0.504348,0.914006
C3DTLZ4,Math,CMOEA/D-DMA,500,2,2,8,Polynomial,0.9856,SBX,100,20,[1.08880689 1.0883251 ],14.9447,0.458323,0.261270
C3DTLZ4,Math,CMOEA/D-DMA,100,2,2,1,Polynomial,0.9336,SBX,50,20,[1.02796936 1.03724193],0.8033,0.568104,0.783088
C3DTLZ4,Math,CMOEA/D-DMA,400,2,2,1,Polynomial,0.7607,SBX,150,20,[1.08602512 1.08677402],14.1412,0.461061,0.298391
C3DTLZ4,Math,CMOEA/D-DMA,500,2,2,4,Polynomial,0.8915,SBX,1000,20,[1.09831431 1.09831939],126.8078,0.430003,0.039653
C3DTLZ4,Math,CMOEA/D-DMA,100,2,2,2,Polynomial,0.8726,SBX,50,20,[1.06843745 1.06761177],0.6957,0.489638,0.329334
C3DTLZ4,Math,CMOEA/D-DMA,200,2,2,4,Polynomial,0.9842,SBX,150,20,[1.06701185 1.06622766],5.3537,0.500437,0.646508
C3DTLZ4,Math,CMOEA/D-DMA,200,2,2,6,Polynomial,0.9476,SBX,1000,20,[1.08452304 1.08385089],33.2899,0.463086,0.475092
C3DTLZ4,Math,CMOEA/D-DMA,100,2,2,6,Polynomial,0.9030,SBX,150,20,[1.06186927 1.05794057],2.1335,0.530201,0.589958
C3DTLZ4,Math,CMOEA/D-DMA,200,2,2,2,Polynomial,0.7154,SBX,1000,20,[1.06711578 1.06566143],35.9145,0.506569,0.971558
C3DTLZ4,Math,CMOEA/D-DMA,200,2,2,1,Polynomial,0.9006,SBX,100,20,[1.06094137 1.05660048],3.5677,0.502481,0.632914
C3DTLZ4,Math,CMOEA/D-DMA,500,2,2,4,Polynomial,0.9716,SBX,50,20,[1.06574407 1.06594468],8.0985,0.515481,0.658458
C3DTLZ4,Math,CMOEA/D-DMA,200,2,2,6,Polynomial,0.7835,SBX,150,20,[1.07863069 1.07907148],5.0725,0.487872,0.342491
C3DTLZ4,Math,CMOEA/D-DMA,500,2,2,2,Polynomial,0.8816,SBX,100,20,[1.06961029 1.07146859],14.6030,0.499224,0.639891
C3DTLZ4,Math,CMOEA/D-DMA,500,2,2,1,Polynomial,0.9852,SBX,1000,20,[1.09486199 1.09302058],132.9370,0.441439,0.328281
C3DTLZ4,Math,CMOEA/D-DMA,500,2,2,4,Polynomial,0.9633,SBX,300,20,[1.07492243 1.07522409],41.5831,0.481717,0.656155
C3DTLZ4,Math,CMOEA/D-DMA,300,2,2,6,Polynomial,0.9182,SBX,100,20,[1.07119707 1.07136722],6.4643,0.490333,0.565126
C3DTLZ4,Math,CMOEA/D-DMA,500,2,2,2,Polynomial,0.8391,SBX,150,20,[1.07172579 1.07347484],21.0702,0.486646,0.621520
C3DTLZ4,Math,CMOEA/D-DMA,100,2,2,6,Polynomial,0.7566,SBX,150,20,[1.08469151 1.08556219],1.9451,0.458842,0.295020
C3DTLZ4,Math,CMOEA/D-DMA,400,2,2,4,Polynomial,0.9531,SBX,50,20,[1.08342943 1.08627441],5.5459,0.466248,0.243952
C3DTLZ4,Math,CMOEA/D-DMA,500,2,2,1,Polynomial,0.7943,SBX,100,20,[1.0931303  1.09221819],14.6644,0.443724,0.199210
C3DTLZ4,Math,CMOEA/D-DMA,500,2,2,8,Polynomial,0.7919,SBX,1000,20,[1.09723534 1.09733862],129.5520,0.432651,0.201090
C3DTLZ4,Math,CMOEA/D-DMA,300,2,2,1,Polynomial,0.9050,SBX,50,20,[1.08110372 1.08373839],3.4711,0.462196,0.037538
C3DTLZ4,Math,CMOEA/D-DMA,300,2,2,4,Polynomial,0.8701,SBX,1000,20,[1.08774348 1.08785839],58.2842,0.458695,0.390119
C3DTLZ4,Math,CMOEA/D-DMA,300,2,2,1,Polynomial,0.7327,SBX,500,20,[1.0941101  1.09407411],28.2282,0.443062,0.224196
C3DTLZ4,Math,CMOEA/D-DMA,300,2,2,1,Polynomial,0.9348,SBX,50,20,[1.07037787 1.07235384],3.5039,0.496228,0.528937
C3DTLZ4,Math,CMOEA/D-DMA,200,2,2,6,Polynomial,0.9424,SBX,150,20,[1.07976223 1.08063756],5.1087,0.474175,0.373007
C3DTLZ4,Math,CMOEA/D-DMA,300,2,2,2,Polynomial,0.7973,SBX,1000,20,[1.08608265 1.08554266],59.4018,0.463879,0.501319
C3DTLZ4,Math,CMOEA/D-DMA,100,2,2,1,Polynomial,0.8909,SBX,1000,20,[1.07596515 1.07368332],13.7033,0.488282,0.571231
C3DTLZ4,Math,CMOEA/D-DMA,500,2,2,1,Polynomial,0.9275,SBX,50,20,[1.06347214 1.06151085],7.7631,0.491659,0.687398
C3DTLZ4,Math,CMOEA/D-DMA,100,2,2,1,Polynomial,0.8629,SBX,50,20,[1.03866795 1.035796  ],0.8245,0.511961,0.908677
C3DTLZ4,Math,CMOEA/D-DMA,500,2,2,6,Polynomial,0.7082,SBX,1000,20,[1.08994781 1.09139765],130.8369,0.447048,0.415716
C3DTLZ4,Math,CMOEA/D-DMA,400,2,2,1,Polynomial,0.7064,SBX,150,20,[1.08338125 1.08237604],14.3187,0.477258,0.404045
C3DTLZ4,Math,CMOEA/D-DMA,500,2,2,1,Polynomial,0.9309,SBX,300,20,[1.07574696 1.07585131],41.9617,0.476293,0.765344
C3DTLZ4,Math,CMOEA/D-DMA,100,2,2,2,Polynomial,0.9773,SBX,300,20,[1.08392236 1.08378242],3.8647,0.461667,0.253039
C3DTLZ4,Math,CMOEA/D-DMA,500,2,2,4,Polynomial,0.8305,SBX,150,20,[1.07386451 1.07034306],21.3034,0.486802,0.643340
C3DTLZ4,Math,CMOEA/D-DMA,400,2,2,1,Polynomial,0.7534,SBX,300,20,[1.08165197 1.08191244],27.8525,0.465611,0.486695
C3DTLZ4,Math,CMOEA/D-DMA,500,2,2,6,Polynomial,0.9279,SBX,1000,20,[1.080923   1.08046075],136.7877,0.479031,0.663401
C3DTLZ4,Math,CMOEA/D-DMA,200,2,2,6,Polynomial,0.9325,SBX,150,20,[1.07036479 1.06862291],5.3005,0.498539,0.590311
C3DTLZ4,Math,CMOEA/D-DMA,300,2,2,6,Polynomial,0.7760,SBX,150,20,[1.09501721 1.09430265],8.8594,0.440363,0.025907
C3DTLZ4,Math,CMOEA/D-DMA,200,2,2,4,Polynomial,0.8106,SBX,150,20,[1.06989135 1.0720052 ],5.1035,0.495348,0.516662
C3DTLZ4,Math,CMOEA/D-DMA,300,2,2,2,Polynomial,0.8291,SBX,50,20,[1.06296964 1.0616146 ],3.3937,0.510243,0.571225
C3DTLZ4,Math,CMOEA/D-DMA,200,2,2,1,Polynomial,0.9793,SBX,50,20,[1.06371571 1.06415756],2.0004,0.506363,0.020176
C3DTLZ4,Math,CMOEA/D-DMA,500,2,2,2,Polynomial,0.9037,SBX,50,20,[1.07470521 1.07695883],7.9200,0.481222,0.516454
C3DTLZ4,Math,CMOEA/D-DMA,500,2,2,6,Polynomial,0.8335,SBX,500,20,[1.07298683 1.07124938],69.9724,0.501208,0.881895
C3DTLZ4,Math,CMOEA/D-DMA,400,2,2,1,Polynomial,0.7200,SBX,1000,20,[1.08164621 1.08283612],93.2010,0.481601,0.611856
C3DTLZ4,Math,CMOEA/D-DMA,200,2,2,4,Polynomial,0.7396,SBX,100,20,[1.07351529 1.0746546 ],3.4488,0.495795,0.433585
C3DTLZ4,Math,CMOEA/D-DMA,200,2,2,1,Polynomial,0.9592,SBX,1000,20,[1.06537329 1.06204636],36.9068,0.498636,0.961678
C3DTLZ4,Math,CMOEA/D-DMA,300,2,2,8,Polynomial,0.9159,SBX,300,20,[1.0737796  1.07080814],18.6456,0.495894,0.570124
C3DTLZ4,Math,CMOEA/D-DMA,400,2,2,1,Polynomial,0.8773,SBX,300,20,[1.09121091 1.09282065],27.6473,0.446714,0.246844
C3DTLZ4,Math,CMOEA/D-DMA,100,2,2,6,Polynomial,0.8601,SBX,1000,20,[1.07426986 1.0788543 ],13.6517,0.485745,0.580310
C3DTLZ4,Math,CMOEA/D-DMA,100,2,2,4,Polynomial,0.9132,SBX,100,20,[1.08237134 1.08261028],1.2995,0.460261,0.209858
C3DTLZ4,Math,CMOEA/D-DMA,300,2,2,1,Polynomial,0.7956,SBX,300,20,[1.09498986 1.09748432],16.8623,0.434133,0.058854
C3DTLZ4,Math,CMOEA/D-DMA,300,2,2,4,Polynomial,0.7951,SBX,1000,20,[1.08457923 1.08222261],60.5535,0.470099,0.607438
C3DTLZ4,Math,CMOEA/D-DMA,100,2,2,1,Polynomial,0.9136,SBX,1000,20,[1.07316804 1.07593494],14.1571,0.486437,0.716856
C3DTLZ4,Math,CMOEA/D-DMA,200,2,2,2,Polynomial,0.7047,SBX,1000,20,[1.09693237 1.09782505],29.4025,0.431129,0.103825
C3DTLZ4,Math,CMOEA/D-DMA,200,2,2,4,Polynomial,0.9908,SBX,1000,20,[1.09253736 1.09367602],31.5050,0.442530,0.214505
C3DTLZ4,Math,CMOEA/D-DMA,200,2,2,2,Polynomial,0.9016,SBX,150,20,[1.04958636 1.05107489],5.6850,0.547434,0.994565
C3DTLZ4,Math,CMOEA/D-DMA,500,2,2,1,Polynomial,0.7020,SBX,300,20,[1.09313463 1.09353871],39.9957,0.445723,0.257095
C3DTLZ4,Math,CMOEA/D-DMA,200,2,2,1,Polynomial,0.7847,SBX,300,20,[1.09506147 1.0955139 ],9.1113,0.435862,0.104454
C3DTLZ4,Math,CMOEA/D-DMA,200,2,2,2,Polynomial,0.7023,SBX,50,20,[1.07159127 1.06990228],1.7323,0.475458,0.342590
C3DTLZ4,Math,CMOEA/D-DMA,400,2,2,2,Polynomial,0.9634,SBX,50,20,[1.05086727 1.04302295],5.6038,0.533115,0.902527
C3DTLZ4,Math,CMOEA/D-DMA,200,2,2,2,Polynomial,0.7345,SBX,50,20,[1.08891455 1.09024379],1.7346,0.448285,0.044334
C3DTLZ4,Math,CMOEA/D-DMA,500,2,2,4,Polynomial,0.7774,SBX,100,20,[1.08248224 1.08196085],14.3837,0.465711,0.318695
C3DTLZ4,Math,CMOEA/D-DMA,200,2,2,4,Polynomial,0.8532,SBX,100,20,[1.0862479  1.08831159],3.3290,0.455443,0.241985
C3DTLZ4,Math,CMOEA/D-DMA,400,2,2,8,Polynomial,0.8192,SBX,500,20,[1.0679515  1.07011351],49.6846,0.509167,0.936417
C3DTLZ4,Math,CMOEA/D-DMA,400,2,2,4,Polynomial,0.9620,SBX,150,20,[1.06583601 1.0623795 ],15.5908,0.489652,0.965589
C3DTLZ4,Math,CMOEA/D-DMA,400,2,2,8,Polynomial,0.7701,SBX,300,30,[1.04443062 1.04192209],32.4471,0.565286,0.793380
C3DTLZ4,Math,CMOEA/D-DMA,400,2,2,1,Polynomial,0.9234,SBX,500,30,[1.03293349 1.03666114],55.5363,0.541771,0.905311
C3DTLZ4,Math,CMOEA/D-DMA,200,2,2,2,Polynomial,0.7965,SBX,150,30,[1.07137855 1.07379768],5.2687,0.500518,0.211032
C3DTLZ4,Math,CMOEA/D-DMA,100,2,2,4,Polynomial,0.7441,SBX,150,30,[0.99449461 0.99356135],2.7182,0.628416,0.873549
C3DTLZ4,Math,CMOEA/D-DMA,300,2,2,4,Polynomial,0.8129,SBX,500,30,[1.04232136 1.04150484],34.9211,0.548376,0.747871
C3DTLZ4,Math,CMOEA/D-DMA,400,2,2,4,Polynomial,0.9427,SBX,50,30,[1.03177201 1.02512911],6.0398,0.561906,0.670068
C3DTLZ4,Math,CMOEA/D-DMA,500,2,2,6,Polynomial,0.9938,SBX,1000,30,[1.07638608 1.07665536],143.7599,0.486939,0.456134
C3DTLZ4,Math,CMOEA/D-DMA,300,2,2,6,Polynomial,0.7139,SBX,500,30,[1.09166858 1.09149271],29.7328,0.448306,0.126174
C3DTLZ4,Math,CMOEA/D-DMA,300,2,2,2,Polynomial,0.9629,SBX,50,30,[1.01594389 1.01160104],3.9602,0.607226,0.740733
C3DTLZ4,Math,CMOEA/D-DMA,400,2,2,6,Polynomial,0.8186,SBX,300,30,[1.06965793 1.07037943],30.1500,0.492861,0.428290
C3DTLZ4,Math,CMOEA/D-DMA,200,2,2,6,Polynomial,0.7051,SBX,100,30,[1.06344007 1.0673362 ],3.5727,0.495562,0.283853
C3DTLZ4,Math,CMOEA/D-DMA,300,2,2,8,Polynomial,0.8348,SBX,1000,30,[1.04850246 1.04905777],71.8564,0.543812,0.884955
C3DTLZ4,Math,CMOEA/D-DMA,500,2,2,2,Polynomial,0.7668,SBX,1000,30,[1.04572917 1.04229874],151.7444,0.561513,0.924574
C3DTLZ4,Math,CMOEA/D-DMA,300,2,2,8,Polynomial,0.7319,SBX,300,30,[1.04550779 1.0482135 ],20.7984,0.513305,0.725773
C3DTLZ4,Math,CMOEA/D-DMA,500,2,2,6,Polynomial,0.8507,SBX,50,30,[1.08087827 1.08129459],8.0583,0.473787,0.156663
C3DTLZ4,Math,CMOEA/D-DMA,200,2,2,6,Polynomial,0.8505,SBX,50,30,[1.00375425 0.98656252],2.2344,0.541665,0.720396
C3DTLZ4,Math,CMOEA/D-DMA,400,2,2,2,Polynomial,0.7889,SBX,150,30,[1.02374207 1.02136452],17.3698,0.567181,0.990344
C3DTLZ4,Math,CMOEA/D-DMA,200,2,2,4,Polynomial,0.7748,SBX,500,30,[1.02800351 1.02885607],20.8460,0.563204,0.924397
C3DTLZ4,Math,CMOEA/D-DMA,100,2,2,8,Polynomial,0.8700,SBX,300,30,[1.06018823 1.06017746],4.7395,0.505224,0.482486
C3DTLZ4,Math,CMOEA/D-DMA,100,2,2,1,Polynomial,0.8809,SBX,150,30,[1.05830799 1.0524695 ],2.1595,0.504196,0.242109
C3DTLZ4,Math,CMOEA/D-DMA,100,2,2,8,Polynomial,0.9438,SBX,100,30,[1.01985154 1.02723168],1.7110,0.583879,0.538403
C3DTLZ4,Math,CMOEA/D-DMA,400,2,2,6,Polynomial,0.7137,SBX,150,30,[1.07469221 1.07357961],14.9999,0.493302,0.279720
C3DTLZ4,Math,CMOEA/D-DMA,400,2,2,8,Polynomial,0.8238,SBX,500,30,[1.09809385 1.09802946],47.1181,0.429571,0.043312
C3DTLZ4,Math,CMOEA/D-DMA,500,2,2,2,Polynomial,0.8420,SBX,500,30,[1.05921036 1.05913677],74.4838,0.510903,0.703507
C3DTLZ4,Math,CMOEA/D-DMA,400,2,2,4,Polynomial,0.7622,SBX,100,30,[1.01802842 1.0219996 ],11.5774,0.602817,0.892114
C3DTLZ4,Math,CMOEA/D-DMA,300,2,2,4,Polynomial,0.7598,SBX,1000,30,[1.05081218 1.04625696],69.1203,0.538907,0.789842
C3DTLZ4,Math,CMOEA/D-DMA,400,2,2,4,Polynomial,0.7805,SBX,1000,30,[1.05829533 1.0612707 ],104.3635,0.516152,0.716851
C3DTLZ4,Math,CMOEA/D-DMA,400,2,2,8,Polynomial,0.9632,SBX,300,30,[1.03182877 1.02776186],34.2329,0.537037,0.900488
C3DTLZ4,Math,CMOEA/D-DMA,200,2,2,6,Polynomial,0.9902,SBX,300,30,[1.03784805 1.03222481],13.0100,0.517742,0.871194
C3DTLZ4,Math,CMOEA/D-DMA,100,2,2,2,Polynomial,0.7540,SBX,500,30,[1.06589562 1.06271958],7.3444,0.491425,0.415167
C3DTLZ4,Math,CMOEA/D-DMA,300,2,2,2,Polynomial,0.9668,SBX,100,30,[1.0919858 1.088195 ],6.6876,0.454893,0.023067
C3DTLZ4,Math,CMOEA/D-DMA,200,2,2,6,Polynomial,0.7413,SBX,50,30,[1.0144601  1.01683291],2.0733,0.552028,0.589314
C3DTLZ4,Math,CMOEA/D-DMA,300,2,2,4,Polynomial,0.7079,SBX,500,30,[1.02771566 1.03080558],36.4577,0.542742,0.970433
C3DTLZ4,Math,CMOEA/D-DMA,500,2,2,6,Polynomial,0.7850,SBX,300,30,[1.0552833  1.05172896],44.3982,0.528837,0.671556
C3DTLZ4,Math,CMOEA/D-DMA,200,2,2,1,Polynomial,0.7865,SBX,150,30,[1.00744339 1.00807851],6.4568,0.597518,0.943364
C3DTLZ4,Math,CMOEA/D-DMA,200,2,2,8,Polynomial,0.8963,SBX,150,30,[1.07194662 1.07342988],5.3202,0.489130,0.221633
C3DTLZ4,Math,CMOEA/D-DMA,300,2,2,1,Polynomial,0.9264,SBX,50,30,[1.03385722 1.02677907],3.6712,0.544526,0.588322
C3DTLZ4,Math,CMOEA/D-DMA,100,2,2,8,Polynomial,0.9564,SBX,500,30,[1.01064537 1.01256657],9.2139,0.616222,0.906627
C3DTLZ4,Math,CMOEA/D-DMA,500,2,2,1,Polynomial,0.9135,SBX,1000,30,[1.09183471 1.09127971],138.1391,0.450754,0.216629
C3DTLZ4,Math,CMOEA/D-DMA,400,2,2,2,Polynomial,0.8429,SBX,100,30,[1.06124246 1.06301805],10.2889,0.522276,0.386732
C3DTLZ4,Math,CMOEA/D-DMA,100,2,2,8,Polynomial,0.8061,SBX,150,30,[1.02419996 1.01637121],2.5826,0.552399,0.705981
C3DTLZ4,Math,CMOEA/D-DMA,200,2,2,1,Polynomial,0.9845,SBX,300,30,[1.01762955 1.00609794],13.1023,0.568649,0.923901
C3DTLZ4,Math,CMOEA/D-DMA,400,2,2,4,Polynomial,0.8434,SBX,300,30,[1.05613256 1.05004177],31.8583,0.524267,0.663820
C3DTLZ4,Math,CMOEA/D-DMA,200,2,2,6,Polynomial,0.7976,SBX,150,30,[1.06262289 1.06278521],5.4579,0.515259,0.355712
C3DTLZ4,Math,CMOEA/D-DMA,400,2,2,1,Polynomial,0.9352,SBX,100,30,[1.03196367 1.04714728],11.0885,0.526539,0.660905
C3DTLZ4,Math,CMOEA/D-DMA,300,2,2,1,Polynomial,0.9219,SBX,100,30,[1.03575016 1.03448308],7.4221,0.571118,0.727595
C3DTLZ4,Math,CMOEA/D-DMA,300,2,2,2,Polynomial,0.7913,SBX,1000,30,[1.05611833 1.05454032],69.1991,0.533168,0.704687
C3DTLZ4,Math,CMOEA/D-DMA,200,2,2,2,Polynomial,0.7936,SBX,50,30,[1.01264854 0.97075771],2.2639,0.565958,0.670798
C3DTLZ4,Math,CMOEA/D-DMA,100,2,2,1,Polynomial,0.8377,SBX,50,30,[1.00305904 0.98437775],0.9258,0.606836,0.604926
C3DTLZ4,Math,CMOEA/D-DMA,300,2,2,4,Polynomial,0.9680,SBX,50,30,[1.02088269 1.01684063],4.1518,0.531936,0.785090
C3DTLZ4,Math,CMOEA/D-DMA,300,2,2,2,Polynomial,0.7018,SBX,50,30,[1.0068501  1.00416079],4.1622,0.569550,0.946965
C3DTLZ4,Math,CMOEA/D-DMA,100,2,2,1,Polynomial,0.8245,SBX,100,30,[1.05768823 1.05950523],1.4648,0.502929,0.234693
C3DTLZ4,Math,CMOEA/D-DMA,400,2,2,2,Polynomial,0.9485,SBX,1000,30,[1.09701625 1.09816833],94.9606,0.431645,0.008241
C3DTLZ4,Math,CMOEA/D-DMA,500,2,2,8,Polynomial,0.9884,SBX,1000,30,[1.04264748 1.04011355],160.9975,0.561855,0.985215
C3DTLZ4,Math,CMOEA/D-DMA,500,2,2,4,Polynomial,0.9739,SBX,300,30,[1.07525881 1.07596841],44.8914,0.493584,0.366101
C3DTLZ4,Math,CMOEA/D-DMA,300,2,2,4,Polynomial,0.7100,SBX,500,30,[1.08102219 1.07865622],31.0703,0.471324,0.341867
C3DTLZ4,Math,CMOEA/D-DMA,400,2,2,4,Polynomial,0.7923,SBX,1000,30,[1.08283664 1.08323417],96.7301,0.462782,0.338692
C3DTLZ4,Math,CMOEA/D-DMA,200,2,2,1,Polynomial,0.9811,SBX,50,30,[1.06060376 1.06354487],1.8995,0.521936,0.190653
C3DTLZ4,Math,CMOEA/D-DMA,400,2,2,2,Polynomial,0.7180,SBX,50,30,[1.04120097 1.03364342],5.5872,0.555242,0.541260
C3DTLZ4,Math,CMOEA/D-DMA,400,2,2,8,Polynomial,0.8554,SBX,500,30,[1.05430091 1.05266174],53.4443,0.528771,0.735751
C3DTLZ4,Math,CMOEA/D-DMA,500,2,2,8,Polynomial,0.9803,SBX,300,30,[1.07471385 1.0750603 ],43.7016,0.494741,0.405344
C3DTLZ4,Math,CMOEA/D-DMA,200,2,2,6,Polynomial,0.7977,SBX,150,30,[1.03104086 1.02396824],5.9325,0.551706,0.613661
C3DTLZ4,Math,CMOEA/D-DMA,300,2,2,6,Polynomial,0.7768,SBX,150,30,[1.08672485 1.08584098],9.3605,0.457961,0.135426
C3DTLZ4,Math,CMOEA/D-DMA,200,2,2,8,Polynomial,0.7858,SBX,500,30,[1.07197552 1.07143138],17.9936,0.494562,0.365666
C3DTLZ4,Math,CMOEA/D-DMA,100,2,2,2,Polynomial,0.7466,SBX,500,30,[1.0510279  1.04293527],7.8080,0.543596,0.532546
C3DTLZ4,Math,CMOEA/D-DMA,100,2,2,4,Polynomial,0.8271,SBX,300,30,[1.05777781 1.04744787],4.5016,0.519379,0.398895
C3DTLZ4,Math,CMOEA/D-DMA,300,2,2,2,Polynomial,0.8406,SBX,1000,30,[1.08125896 1.07987501],63.7507,0.476381,0.376375
C3DTLZ4,Math,CMOEA/D-DMA,500,2,2,1,Polynomial,0.7907,SBX,150,30,[1.09490646 1.09391364],21.3285,0.439841,0.083937
C3DTLZ4,Math,CMOEA/D-DMA,100,2,2,6,Polynomial,0.8323,SBX,1000,30,[1.06262987 1.06455497],15.3291,0.511709,0.461558
C3DTLZ4,Math,CMOEA/D-DMA,400,2,2,4,Polynomial,0.8250,SBX,500,30,[1.05837187 1.05688535],51.2268,0.532393,0.584906
C3DTLZ4,Math,CMOEA/D-DMA,200,2,2,1,Polynomial,0.8522,SBX,50,30,[0.99176797 1.00074338],2.2610,0.584301,0.774247
C3DTLZ4,Math,CMOEA/D-DMA,100,2,2,2,Polynomial,0.8297,SBX,300,30,[1.04415967 1.04141236],5.0142,0.513921,0.663069
C3DTLZ4,Math,CMOEA/D-DMA,400,2,2,1,Polynomial,0.9339,SBX,150,30,[1.08923648 1.08688145],15.2899,0.459442,0.160157
C3DTLZ4,Math,CMOEA/D-DMA,200,2,2,1,Polynomial,0.7299,SBX,500,30,[1.05312802 1.05121323],19.1155,0.536731,0.659503
C3DTLZ4,Math,CMOEA/D-DMA,300,2,2,6,Polynomial,0.8106,SBX,100,30,[1.07826701 1.07339909],6.5494,0.487658,0.181974
C3DTLZ4,Math,CMOEA/D-DMA,500,2,2,6,Polynomial,0.9149,SBX,150,30,[1.02374049 1.01471413],24.9410,0.576837,0.900421
C3DTLZ4,Math,CMOEA/D-DMA,100,2,2,2,Polynomial,0.9994,SBX,1000,30,[1.07020719 1.06696579],15.3311,0.487696,0.385448
C3DTLZ4,Math,CMOEA/D-DMA,400,2,2,2,Polynomial,0.9413,SBX,500,30,[1.08306815 1.0810118 ],49.1518,0.466038,0.333639
C3DTLZ4,Math,CMOEA/D-DMA,400,2,2,6,Polynomial,0.8204,SBX,300,30,[1.04610137 1.04707756],31.2738,0.532623,0.609814
C3DTLZ4,Math,CMOEA/D-DMA,100,2,2,6,Polynomial,0.9537,SBX,50,30,[1.0335272 1.0268252],0.8473,0.525258,0.371025
C3DTLZ4,Math,CMOEA/D-DMA,300,2,2,2,Polynomial,0.8947,SBX,1000,30,[1.06877664 1.07167828],64.0687,0.491285,0.380311
C3DTLZ4,Math,CMOEA/D-DMA,300,2,2,8,Polynomial,0.9007,SBX,100,30,[1.03394427 1.03380109],7.4860,0.530556,0.770133
C3DTLZ4,Math,CMOEA/D-DMA,500,2,2,4,Polynomial,0.9159,SBX,500,30,[1.08995986 1.09238141],69.4632,0.448928,0.185828
C3DTLZ4,Math,CMOEA/D-DMA,500,2,2,2,Polynomial,0.8571,SBX,300,30,[1.09533882 1.09660796],42.0921,0.437337,0.060743
C3DTLZ4,Math,CMOEA/D-DMA,200,2,2,1,Polynomial,0.8358,SBX,150,30,[1.0446894  1.04860289],5.6831,0.532777,0.464126
C3DTLZ4,Math,CMOEA/D-DMA,300,2,2,1,Polynomial,0.8365,SBX,500,30,[1.07854764 1.07594166],31.9072,0.479497,0.384328
C3DTLZ4,Math,CMOEA/D-DMA,400,2,2,1,Polynomial,0.7936,SBX,300,30,[1.02926285 1.0177    ],32.8657,0.569379,0.895641
C3DTLZ4,Math,CMOEA/D-DMA,500,2,2,4,Polynomial,0.9265,SBX,300,30,[1.08399964 1.08347504],42.6792,0.468137,0.280893
C3DTLZ4,Math,CMOEA/D-DMA,300,2,2,6,Polynomial,0.7073,SBX,100,30,[1.06781688 1.06710485],6.5602,0.512429,0.306569
C3DTLZ4,Math,CMOEA/D-DMA,500,2,2,6,Polynomial,0.9186,SBX,1000,30,[1.07824268 1.0781394 ],141.4955,0.487951,0.383421
C3DTLZ4,Math,CMOEA/D-DMA,500,2,2,4,Polynomial,0.8347,SBX,300,30,[1.01647537 1.01766253],47.3676,0.568029,0.935435
C3DTLZ4,Math,CMOEA/D-DMA,300,2,2,8,Polynomial,0.9131,SBX,300,30,[1.08681185 1.08448279],19.0265,0.469051,0.182315
C3DTLZ4,Math,CMOEA/D-DMA,500,2,2,1,Polynomial,0.7528,SBX,100,30,[1.04062431 1.04261257],15.8140,0.533449,0.740355
