Problem,Problem Type,Algorithm,Population Size,Constraints Number,Objectives Number,Archive Size,Mutation Type,Crossover Rate,Crossover Type,Number of Generations,Decision Variables Number,Reference Point,Execution Time,Hypervolume,Mutation Rate
OSY,Engineering,CMOEA/D-DMA,200,6,2,4,Polynomial,0.7309,SBX,500,6,[-21.13668848  78.62196229],13.6003,0.724271,0.618753
OSY,Engineering,CMOEA/D-DMA,300,6,2,4,Polynomial,0.7148,SBX,300,6,[ 4.70207519 30.34788997],14.6626,0.614911,0.167613
OSY,Engineering,CMOEA/D-DMA,400,6,2,6,Polynomial,0.7633,SBX,100,6,[-33.24908304  56.44319741],9.8541,0.967715,0.215504
OSY,Engineering,CMOEA/D-DMA,300,6,2,6,Polynomial,0.8054,SBX,1000,6,[-31.48707103  30.57354685],48.4278,0.632610,0.360751
OSY,Engineering,CMOEA/D-DMA,500,6,2,2,Polynomial,0.9860,SBX,500,6,[-22.61469631  30.59235114],57.6060,0.659131,0.079813
OSY,Engineering,CMOEA/D-DMA,100,6,2,8,Polynomial,0.9747,SBX,150,6,[-37.42174813  64.48953562],1.6177,0.912190,0.976784
OSY,Engineering,CMOEA/D-DMA,100,6,2,6,Polynomial,0.9232,SBX,150,6,[-34.56657121  29.98948621],1.5727,0.677808,0.872258
OSY,Engineering,CMOEA/D-DMA,500,6,2,4,Polynomial,0.9872,SBX,150,6,[-76.79872698  56.15169555],20.4646,0.437444,0.643540
OSY,Engineering,CMOEA/D-DMA,400,6,2,8,Polynomial,0.8994,SBX,100,6,[-102.0761301    54.06034356],10.2537,0.471935,0.304965
OSY,Engineering,CMOEA/D-DMA,200,6,2,8,Polynomial,0.8545,SBX,1000,6,[-112.79369041   29.49703594],25.6497,1.033283,0.125260
OSY,Engineering,CMOEA/D-DMA,400,6,2,2,Polynomial,0.8787,SBX,100,6,[ 7.75599888 77.08797051],9.4559,0.801053,0.506510
OSY,Engineering,CMOEA/D-DMA,300,6,2,8,Polynomial,0.9534,SBX,50,6,[-98.35021959  29.53924552],2.9396,0.973868,0.769358
OSY,Engineering,CMOEA/D-DMA,300,6,2,6,Polynomial,0.8060,SBX,50,6,[-184.84511495   54.30090162],3.1057,0.840133,0.325993
OSY,Engineering,CMOEA/D-DMA,100,6,2,2,Polynomial,0.8664,SBX,500,6,[-20.07555027  30.58702117],4.3050,0.649046,0.321712
OSY,Engineering,CMOEA/D-DMA,400,6,2,1,Polynomial,0.8348,SBX,50,6,[-100.71662274   29.51243074],4.7231,0.862954,0.420021
OSY,Engineering,CMOEA/D-DMA,100,6,2,8,Polynomial,0.8766,SBX,50,6,[-109.31472378   30.25535459],0.5189,0.825218,0.861104
DBD,Engineering,CMOEA/D-DMA,400,5,2,1,Polynomial,0.8547,SBX,100,4,[  1.6924462  317.32833223],10.4555,0.848035,0.724258
DBD,Engineering,CMOEA/D-DMA,300,5,2,4,Polynomial,0.9334,SBX,100,4,[  1.72907842 301.43056665],7.2809,0.885812,0.342495
DBD,Engineering,CMOEA/D-DMA,300,5,2,2,Polynomial,0.7193,SBX,500,4,[  1.54372843 300.50472366],32.1468,1.110981,0.188039
DBD,Engineering,CMOEA/D-DMA,400,5,2,6,Polynomial,0.9282,SBX,150,4,[  1.76565038 301.13104663],16.6577,1.052947,0.578059
DBD,Engineering,CMOEA/D-DMA,500,5,2,6,Polynomial,0.7703,SBX,500,4,[  1.45760489 306.81785355],84.8978,1.095040,0.972734
DBD,Engineering,CMOEA/D-DMA,200,5,2,8,Polynomial,0.9430,SBX,500,4,[  1.75826173 299.82670096],19.9259,0.308659,0.018327
DBD,Engineering,CMOEA/D-DMA,400,5,2,1,Polynomial,0.9623,SBX,100,4,[  1.51307493 302.56082584],10.6166,0.934791,0.420505
DBD,Engineering,CMOEA/D-DMA,200,5,2,8,Polynomial,0.7745,SBX,1000,4,[  1.42705369 299.83377252],40.6761,1.014848,0.888854
DBD,Engineering,CMOEA/D-DMA,100,5,2,4,Polynomial,0.8883,SBX,150,4,[  2.13606847 300.19124868],2.1740,1.017287,0.766389
DBD,Engineering,CMOEA/D-DMA,200,5,2,6,Polynomial,0.7763,SBX,150,4,[  1.79396505 302.86125418],5.8572,1.101849,0.832315
DBD,Engineering,CMOEA/D-DMA,100,5,2,6,Polynomial,0.9567,SBX,150,4,[  3.25372946 299.57832254],2.2682,1.197690,0.429125
DBD,Engineering,CMOEA/D-DMA,500,5,2,6,Polynomial,0.7276,SBX,300,4,[  1.2829223  301.73941283],48.3378,0.604564,0.483713
DBD,Engineering,CMOEA/D-DMA,500,5,2,2,Polynomial,0.8449,SBX,50,4,[  1.51992511 324.87905623],8.3219,1.021977,0.849617
DBD,Engineering,CMOEA/D-DMA,200,5,2,8,Polynomial,0.9860,SBX,100,4,[  1.44764754 299.57293495],4.0975,0.884943,0.237768
DBD,Engineering,CMOEA/D-DMA,200,5,2,1,Polynomial,0.8632,SBX,100,4,[  1.71530489 304.65049091],3.3792,0.644169,0.110877
DBD,Engineering,CMOEA/D-DMA,400,5,2,1,Polynomial,0.8770,SBX,1000,4,[  1.28290065 300.40199692],94.5564,0.547708,0.520146
DBD,Engineering,CMOEA/D-DMA,500,5,2,1,Polynomial,0.9780,SBX,500,4,[  1.46320373 301.46077908],70.1451,1.158635,0.966683
DBD,Engineering,CMOEA/D-DMA,400,5,2,1,Polynomial,0.7043,SBX,1000,4,[  1.47052021 302.95153282],97.6500,1.115523,0.237755
DBD,Engineering,CMOEA/D-DMA,500,5,2,8,Polynomial,0.7970,SBX,50,4,[  1.60391985 305.01999864],9.8674,0.817879,0.445129
DBD,Engineering,CMOEA/D-DMA,400,5,2,8,Polynomial,0.8158,SBX,300,4,[  1.63627541 306.65375717],37.3481,1.053907,0.848816
DBD,Engineering,CMOEA/D-DMA,500,5,2,2,Polynomial,0.9203,SBX,500,4,[  1.44527971 302.19877222],73.1436,1.091188,0.854503
DBD,Engineering,CMOEA/D-DMA,400,5,2,1,Polynomial,0.8498,SBX,50,4,[  1.64782859 303.26043061],5.1563,0.499827,0.078578
DBD,Engineering,CMOEA/D-DMA,500,5,2,2,Polynomial,0.9752,SBX,50,4,[  1.71670379 320.37211375],8.5086,1.069315,0.906345
DBD,Engineering,CMOEA/D-DMA,100,5,2,2,Polynomial,0.9338,SBX,500,4,[  1.55666602 370.73480238],7.0487,0.766017,0.357330
DBD,Engineering,CMOEA/D-DMA,100,5,2,4,Polynomial,0.7017,SBX,1000,4,[  1.75471091 299.75486307],13.8725,1.209444,0.675173
DBD,Engineering,CMOEA/D-DMA,100,5,2,8,Polynomial,0.8326,SBX,100,4,[  1.81200878 299.67289943],1.3826,0.000000,0.055489
DBD,Engineering,CMOEA/D-DMA,100,5,2,2,Polynomial,0.8764,SBX,50,4,[  3.51787369 300.2978004 ],0.7161,1.184995,0.567984
DBD,Engineering,CMOEA/D-DMA,100,5,2,1,Polynomial,0.9564,SBX,150,4,[  1.79400076 311.2258744 ],2.0612,1.003611,0.373240
DBD,Engineering,CMOEA/D-DMA,400,5,2,6,Polynomial,0.9065,SBX,1000,4,[  1.6083277  300.04466033],114.2770,1.201349,0.288213
DBD,Engineering,CMOEA/D-DMA,500,5,2,1,Polynomial,0.7592,SBX,500,4,[  1.42728765 306.92137269],72.9608,0.943210,0.262709
DBD,Engineering,CMOEA/D-DMA,200,5,2,4,Polynomial,0.7416,SBX,1000,4,[  1.51683903 301.41655178],36.2859,0.719742,0.225481
DBD,Engineering,CMOEA/D-DMA,500,5,2,6,Polynomial,0.8362,SBX,100,4,[  1.79380616 303.47155316],17.1483,1.071804,0.895736
DBD,Engineering,CMOEA/D-DMA,300,5,2,1,Polynomial,0.9258,SBX,150,4,[  1.62577038 313.60076078],9.8520,0.860263,0.553614
DBD,Engineering,CMOEA/D-DMA,300,5,2,8,Polynomial,0.8459,SBX,500,4,[  1.47692822 300.49584791],38.5234,1.106006,0.142318
DBD,Engineering,CMOEA/D-DMA,400,5,2,8,Polynomial,0.9857,SBX,1000,4,[  1.33559693 302.39500708],106.5686,1.043545,0.879070
DBD,Engineering,CMOEA/D-DMA,500,5,2,8,Polynomial,0.9848,SBX,500,4,[  1.6498097  304.00593426],77.8708,0.850499,0.926692
DBD,Engineering,CMOEA/D-DMA,400,5,2,4,Polynomial,0.7200,SBX,50,4,[  1.78152587 307.52472253],6.0148,0.942979,0.703569
DBD,Engineering,CMOEA/D-DMA,100,5,2,2,Polynomial,0.8729,SBX,300,4,[  1.45272874 299.57324724],3.9373,1.208492,0.235482
DBD,Engineering,CMOEA/D-DMA,300,5,2,1,Polynomial,0.8828,SBX,300,4,[  1.58102977 299.95953196],18.5169,1.162984,0.589780
DBD,Engineering,CMOEA/D-DMA,200,5,2,1,Polynomial,0.9374,SBX,1000,4,[  1.48003729 299.63406725],33.6245,1.194031,0.785053
DBD,Engineering,CMOEA/D-DMA,400,5,2,6,Polynomial,0.9243,SBX,150,4,[  1.77486951 303.47042278],16.1720,0.961946,0.969986
DBD,Engineering,CMOEA/D-DMA,100,5,2,2,Polynomial,0.7582,SBX,500,4,[  1.84061875 299.67289942],6.5677,0.000000,0.084997
DBD,Engineering,CMOEA/D-DMA,300,5,2,4,Polynomial,0.8923,SBX,100,4,[  1.70496806 313.19925259],7.3412,1.075590,0.492636
DBD,Engineering,CMOEA/D-DMA,500,5,2,4,Polynomial,0.9613,SBX,100,4,[  1.73185483 302.85086924],17.0540,0.890434,0.422879
DBD,Engineering,CMOEA/D-DMA,400,5,2,8,Polynomial,0.9218,SBX,50,4,[  1.75193245 341.46835568],6.6454,0.584685,0.212919
DBD,Engineering,CMOEA/D-DMA,300,5,2,1,Polynomial,0.8716,SBX,500,4,[  1.31421601 302.65376135],28.6595,0.406518,0.008507
DBD,Engineering,CMOEA/D-DMA,500,5,2,8,Polynomial,0.9574,SBX,50,4,[  1.76468508 303.70717235],9.6704,0.795669,0.202736
DBD,Engineering,CMOEA/D-DMA,200,5,2,1,Polynomial,0.8018,SBX,300,4,[  1.44924969 299.67516224],10.1662,1.209399,0.635982
DBD,Engineering,CMOEA/D-DMA,400,5,2,4,Polynomial,0.7065,SBX,500,4,[  1.71062125 304.87680692],50.4913,1.102549,0.982091
DBD,Engineering,CMOEA/D-DMA,400,5,2,8,Polynomial,0.9140,SBX,150,4,[  1.44855896 302.09042867],16.9016,1.058856,0.707349
DBD,Engineering,CMOEA/D-DMA,200,5,2,4,Polynomial,0.9088,SBX,100,4,[  1.77794231 315.73202235],3.9604,1.149071,0.348184
DBD,Engineering,CMOEA/D-DMA,500,5,2,4,Polynomial,0.9669,SBX,150,4,[  1.76297919 301.15499298],23.2657,0.725825,0.047153
DBD,Engineering,CMOEA/D-DMA,100,5,2,2,Polynomial,0.8968,SBX,50,4,[  1.40139143 304.30963397],0.6911,1.081413,0.219016
DBD,Engineering,CMOEA/D-DMA,400,5,2,1,Polynomial,0.7254,SBX,300,4,[  1.61466271 319.7809426 ],30.4744,1.021612,0.772511
DBD,Engineering,CMOEA/D-DMA,300,5,2,6,Polynomial,0.8516,SBX,100,4,[  1.51305593 320.86813621],7.7538,0.628726,0.561238
DBD,Engineering,CMOEA/D-DMA,400,5,2,1,Polynomial,0.7933,SBX,100,4,[  1.66525781 306.56313967],10.3684,0.865055,0.923783
DBD,Engineering,CMOEA/D-DMA,500,5,2,8,Polynomial,0.8363,SBX,300,4,[  1.40257964 300.81442394],53.6298,1.181136,0.333034
DBD,Engineering,CMOEA/D-DMA,200,5,2,8,Polynomial,0.9307,SBX,300,4,[  1.50046488 308.59044137],12.8222,1.137921,0.650708
DBD,Engineering,CMOEA/D-DMA,500,5,2,4,Polynomial,0.7513,SBX,50,4,[  3.5700237  301.98250316],8.7935,1.205722,0.666849
DBD,Engineering,CMOEA/D-DMA,200,5,2,1,Polynomial,0.8653,SBX,50,4,[  1.85549912 307.66371643],1.5500,1.196812,0.039368
DBD,Engineering,CMOEA/D-DMA,500,5,2,4,Polynomial,0.9923,SBX,1000,4,[  1.43359403 307.14975936],150.9647,0.939921,0.564868
DBD,Engineering,CMOEA/D-DMA,400,5,2,2,Polynomial,0.9765,SBX,300,4,[  1.42199674 302.56372204],32.3317,0.877572,0.243607
DBD,Engineering,CMOEA/D-DMA,500,5,2,2,Polynomial,0.8060,SBX,500,4,[  1.48543304 304.18956082],73.3092,0.547755,0.085074
DBD,Engineering,CMOEA/D-DMA,500,5,2,4,Polynomial,0.8596,SBX,500,4,[  1.59416722 302.53447955],79.3409,0.792228,0.070970
DBD,Engineering,CMOEA/D-DMA,300,5,2,4,Polynomial,0.7731,SBX,300,4,[  1.492002   301.64161886],19.7385,0.921863,0.787124
DBD,Engineering,CMOEA/D-DMA,300,5,2,4,Polynomial,0.7372,SBX,500,4,[  1.3222322  299.73102741],33.3664,1.200148,0.386394
DBD,Engineering,CMOEA/D-DMA,300,5,2,2,Polynomial,0.7038,SBX,150,4,[  1.75068086 302.76702589],9.6456,0.517446,0.101850
DBD,Engineering,CMOEA/D-DMA,200,5,2,8,Polynomial,0.7435,SBX,1000,4,[  1.54322958 299.57300249],39.6572,0.858899,0.116250
DBD,Engineering,CMOEA/D-DMA,500,5,2,8,Polynomial,0.9641,SBX,50,4,[  1.67995683 301.40894562],9.3256,1.157643,0.518919
DBD,Engineering,CMOEA/D-DMA,400,5,2,1,Polynomial,0.8396,SBX,100,4,[  1.76054596 301.67218093],10.0234,0.893691,0.800461
DBD,Engineering,CMOEA/D-DMA,300,5,2,8,Polynomial,0.7471,SBX,300,4,[  1.74441663 302.46555687],22.4622,0.893417,0.285622
DBD,Engineering,CMOEA/D-DMA,500,5,2,4,Polynomial,0.7007,SBX,150,4,[  1.68006921 304.22969589],23.3405,0.380256,0.069197
DBD,Engineering,CMOEA/D-DMA,500,5,2,1,Polynomial,0.7308,SBX,1000,4,[  1.48804563 304.71375246],144.2895,0.977258,0.588179
DBD,Engineering,CMOEA/D-DMA,300,5,2,4,Polynomial,0.8602,SBX,300,4,[  1.47691434 299.72853162],20.3432,1.185508,0.213303
DBD,Engineering,CMOEA/D-DMA,500,5,2,1,Polynomial,0.8655,SBX,500,4,[  1.35341546 301.72140017],71.9864,1.127229,0.448866
DBD,Engineering,CMOEA/D-DMA,300,5,2,1,Polynomial,0.9415,SBX,1000,4,[  1.35444735 305.72621873],59.2838,0.276555,0.021001
DBD,Engineering,CMOEA/D-DMA,100,5,2,4,Polynomial,0.9044,SBX,300,4,[  1.69511389 307.64638372],4.3271,1.145364,0.485313
DBD,Engineering,CMOEA/D-DMA,400,5,2,1,Polynomial,0.9430,SBX,500,4,[  1.64091637 306.34220315],50.6642,0.790387,0.370305
DBD,Engineering,CMOEA/D-DMA,400,5,2,4,Polynomial,0.9835,SBX,50,4,[  1.51633523 300.95893546],5.8259,0.866616,0.225478
DBD,Engineering,CMOEA/D-DMA,500,5,2,8,Polynomial,0.7518,SBX,500,4,[  1.42914565 302.46582833],83.4388,1.164887,0.488186
DBD,Engineering,CMOEA/D-DMA,300,5,2,4,Polynomial,0.7085,SBX,150,4,[  1.58140266 307.48264171],10.8890,0.861629,0.632592
DBD,Engineering,CMOEA/D-DMA,300,5,2,4,Polynomial,0.9010,SBX,100,4,[  1.57010696 304.60376377],6.8617,1.030918,0.784314
DBD,Engineering,CMOEA/D-DMA,200,5,2,4,Polynomial,0.8112,SBX,1000,4,[  1.6630594 300.0577393],34.8331,1.209947,0.701301
DBD,Engineering,CMOEA/D-DMA,200,5,2,2,Polynomial,0.8098,SBX,100,4,[  1.81201461 303.73113445],3.6739,1.125064,0.975421
DBD,Engineering,CMOEA/D-DMA,200,5,2,6,Polynomial,0.8120,SBX,150,4,[  1.49390061 301.25884104],5.7420,0.842449,0.686135
DBD,Engineering,CMOEA/D-DMA,300,5,2,6,Polynomial,0.7818,SBX,100,4,[  1.75931531 304.15372908],7.7634,1.034129,0.378728
DBD,Engineering,CMOEA/D-DMA,300,5,2,6,Polynomial,0.8054,SBX,150,4,[  1.46740281 299.8886155 ],10.9710,1.063817,0.231409
DBD,Engineering,CMOEA/D-DMA,400,5,2,4,Polynomial,0.9156,SBX,500,4,[  1.65277374 302.86740551],58.2527,0.831599,0.249487
DBD,Engineering,CMOEA/D-DMA,100,5,2,8,Polynomial,0.7751,SBX,300,4,[  1.38806537 299.57292963],3.9765,0.561361,0.035750
DBD,Engineering,CMOEA/D-DMA,200,5,2,1,Polynomial,0.7857,SBX,150,4,[  1.58558162 299.628099  ],5.2158,1.155899,0.503434
DBD,Engineering,CMOEA/D-DMA,400,5,2,6,Polynomial,0.8066,SBX,1000,4,[  1.34217014 300.78484342],116.0076,1.146308,0.190114
DBD,Engineering,CMOEA/D-DMA,400,5,2,4,Polynomial,0.9060,SBX,1000,4,[  1.37214543 299.97783778],103.2257,1.190126,0.427908
DBD,Engineering,CMOEA/D-DMA,300,5,2,1,Polynomial,0.8118,SBX,1000,4,[  1.78516237 300.69828536],61.6573,1.184682,0.743586
DBD,Engineering,CMOEA/D-DMA,500,5,2,8,Polynomial,0.7809,SBX,1000,4,[  1.50274732 301.50364745],163.8158,1.145880,0.896734
DBD,Engineering,CMOEA/D-DMA,300,5,2,6,Polynomial,0.7226,SBX,150,4,[  1.78606268 305.22652429],11.6683,1.151601,0.500096
DBD,Engineering,CMOEA/D-DMA,200,5,2,1,Polynomial,0.8998,SBX,50,4,[  1.43186762 301.58620852],1.8423,1.007197,0.580496
DBD,Engineering,CMOEA/D-DMA,200,5,2,8,Polynomial,0.7640,SBX,500,4,[  1.55063003 352.93324094],20.7241,0.717361,0.883512
DBD,Engineering,CMOEA/D-DMA,100,5,2,8,Polynomial,0.7568,SBX,500,4,[  1.78553849 301.41285535],7.6460,1.025159,0.942033
DBD,Engineering,CMOEA/D-DMA,300,5,2,1,Polynomial,0.7875,SBX,500,4,[  1.75449923 311.94151071],30.6549,1.078195,0.112847
DBD,Engineering,CMOEA/D-DMA,200,5,2,4,Polynomial,0.9902,SBX,150,4,[  1.76210607 317.48333234],5.8678,1.210000,0.419262
SRD,Engineering,CMOEA/D-DMA,100,11,2,4,Polynomial,0.9649,SBX,100,7,[4581.31455625 1307.37327811],2.0644,1.155175,0.718527
SRD,Engineering,CMOEA/D-DMA,100,11,2,2,Polynomial,0.8736,SBX,500,7,N/A,11.6055,0.000000,0.892039
SRD,Engineering,CMOEA/D-DMA,400,11,2,1,Polynomial,0.8925,SBX,100,7,N/A,19.3683,0.000000,0.676688
SRD,Engineering,CMOEA/D-DMA,200,11,2,2,Polynomial,0.9728,SBX,50,7,N/A,3.3964,0.000000,0.419801
SRD,Engineering,CMOEA/D-DMA,300,11,2,4,Polynomial,0.7232,SBX,150,7,N/A,17.5184,0.000000,0.506912
SRD,Engineering,CMOEA/D-DMA,400,11,2,6,Polynomial,0.8811,SBX,150,7,[4341.8669403  1347.37631926],19.9820,1.149585,0.501774
SRD,Engineering,CMOEA/D-DMA,200,11,2,4,Polynomial,0.8149,SBX,1000,7,[4776.62819863 1299.09347231],45.0541,1.160931,0.142342
SRD,Engineering,CMOEA/D-DMA,100,11,2,8,Polynomial,0.7635,SBX,100,7,N/A,2.3071,0.000000,0.307309
SRD,Engineering,CMOEA/D-DMA,400,11,2,1,Polynomial,0.7656,SBX,50,7,[3581.81159352 1352.75197555],7.4522,1.093274,0.187387
SRD,Engineering,CMOEA/D-DMA,500,11,2,6,Polynomial,0.9581,SBX,150,7,[4067.36448565 1339.50639069],28.6676,1.136669,0.197209
SRD,Engineering,CMOEA/D-DMA,400,11,2,1,Polynomial,0.9280,SBX,100,7,N/A,19.8358,0.000000,0.124564
SRD,Engineering,CMOEA/D-DMA,300,11,2,1,Polynomial,0.7568,SBX,50,7,[3390.58431911 1337.78481604],4.3580,1.055260,0.557715
SRD,Engineering,CMOEA/D-DMA,300,11,2,2,Polynomial,0.8610,SBX,50,7,[3641.15999001 1337.20134592],4.5802,1.102006,0.130860
SRD,Engineering,CMOEA/D-DMA,400,11,2,2,Polynomial,0.8070,SBX,500,7,[3853.070322   1337.87931881],60.9511,1.121848,0.811757
SRD,Engineering,CMOEA/D-DMA,400,11,2,1,Polynomial,0.8501,SBX,1000,7,N/A,182.3990,0.000000,0.512326
SRD,Engineering,CMOEA/D-DMA,500,11,2,1,Polynomial,0.9050,SBX,1000,7,[4220.26571158 1349.47293544],170.3395,1.144026,0.724292
SRD,Engineering,CMOEA/D-DMA,500,11,2,6,Polynomial,0.8565,SBX,300,7,[4650.07810047 1356.67294161],54.2337,1.158487,0.648812
SRD,Engineering,CMOEA/D-DMA,100,11,2,1,Polynomial,0.7903,SBX,1000,7,N/A,22.1852,0.000000,0.110795
SRD,Engineering,CMOEA/D-DMA,100,11,2,2,Polynomial,0.8380,SBX,50,7,N/A,1.2219,0.000000,0.745379
SRD,Engineering,CMOEA/D-DMA,400,11,2,8,Polynomial,0.8922,SBX,100,7,[3081.73658442 1341.55662559],13.9577,0.887546,0.350161
SRD,Engineering,CMOEA/D-DMA,400,11,2,6,Polynomial,0.9619,SBX,1000,7,[5249.83762605 1341.99430533],123.7857,1.170582,0.274106
SRD,Engineering,CMOEA/D-DMA,400,11,2,4,Polynomial,0.7611,SBX,300,7,[5619.01415182 1347.65379878],38.3642,1.175084,0.257761
SRD,Engineering,CMOEA/D-DMA,400,11,2,4,Polynomial,0.9060,SBX,1000,7,N/A,184.0367,0.000000,0.910988
SRD,Engineering,CMOEA/D-DMA,200,11,2,1,Polynomial,0.7067,SBX,300,7,[3391.21569892 1335.44676289],13.4584,1.055523,0.211962
SRD,Engineering,CMOEA/D-DMA,100,11,2,4,Polynomial,0.9776,SBX,50,7,[4401.74237927  993.68039784],1.0461,1.136732,0.649566
SRD,Engineering,CMOEA/D-DMA,200,11,2,1,Polynomial,0.7751,SBX,50,7,N/A,3.3090,0.000000,0.308138
SRD,Engineering,CMOEA/D-DMA,500,11,2,4,Polynomial,0.9082,SBX,150,7,[5583.40411331 1357.507168  ],28.3130,1.174306,0.152927
SRD,Engineering,CMOEA/D-DMA,400,11,2,1,Polynomial,0.7623,SBX,50,7,[3614.43229471 1333.77958608],6.8066,1.098868,0.657023
SRD,Engineering,CMOEA/D-DMA,500,11,2,8,Polynomial,0.7112,SBX,150,7,[4964.96198104 1357.8091647 ],28.5627,1.165803,0.642691
SRD,Engineering,CMOEA/D-DMA,200,11,2,1,Polynomial,0.7331,SBX,100,7,[4652.04931695 1331.32362403],4.7495,1.156373,0.844208
SRD,Engineering,CMOEA/D-DMA,500,11,2,8,Polynomial,0.9494,SBX,500,7,[4447.40116928 1359.14760179],89.5709,1.152151,0.871891
SRD,Engineering,CMOEA/D-DMA,300,11,2,8,Polynomial,0.7532,SBX,1000,7,N/A,112.9646,0.000000,0.672646
SRD,Engineering,CMOEA/D-DMA,100,11,2,2,Polynomial,0.7293,SBX,300,7,N/A,6.9345,0.000000,0.824397
SRD,Engineering,CMOEA/D-DMA,300,11,2,6,Polynomial,0.7857,SBX,500,7,N/A,56.9464,0.000000,0.705653
SRD,Engineering,CMOEA/D-DMA,100,11,2,1,Polynomial,0.9684,SBX,150,7,N/A,3.5190,0.000000,0.844561
SRD,Engineering,CMOEA/D-DMA,500,11,2,1,Polynomial,0.7057,SBX,150,7,[3869.93120542 1351.09396835],27.3894,1.123628,0.393525
SRD,Engineering,CMOEA/D-DMA,100,11,2,4,Polynomial,0.9301,SBX,100,7,N/A,2.3122,0.000000,0.083837
SRD,Engineering,CMOEA/D-DMA,200,11,2,6,Polynomial,0.8922,SBX,100,7,N/A,6.3619,0.000000,0.766491
SRD,Engineering,CMOEA/D-DMA,400,11,2,1,Polynomial,0.8391,SBX,150,7,[3122.87914472 1340.64310509],19.1435,0.931239,0.050566
SRD,Engineering,CMOEA/D-DMA,500,11,2,2,Polynomial,0.8258,SBX,150,7,[4201.00383707 1351.06939959],26.2977,1.143335,0.916993
SRD,Engineering,CMOEA/D-DMA,500,11,2,1,Polynomial,0.9519,SBX,150,7,[3019.04184772 1324.89766662],26.4906,0.807404,0.054861
SRD,Engineering,CMOEA/D-DMA,100,11,2,2,Polynomial,0.7204,SBX,150,7,N/A,3.3972,0.000000,0.111471
SRD,Engineering,CMOEA/D-DMA,300,11,2,1,Polynomial,0.7673,SBX,1000,7,[2975.27014052 1256.42282917],73.8263,0.783836,0.009708
SRD,Engineering,CMOEA/D-DMA,200,11,2,1,Polynomial,0.9926,SBX,300,7,[4411.49852195 1319.75853111],13.8196,1.151746,0.351110
SRD,Engineering,CMOEA/D-DMA,500,11,2,1,Polynomial,0.8610,SBX,50,7,[3518.60242133 1345.18704754],9.4955,1.078203,0.832325
SRD,Engineering,CMOEA/D-DMA,200,11,2,4,Polynomial,0.9754,SBX,500,7,N/A,30.4569,0.000000,0.499954
SRD,Engineering,CMOEA/D-DMA,300,11,2,8,Polynomial,0.9989,SBX,300,7,N/A,34.9869,0.000000,0.901825
SRD,Engineering,CMOEA/D-DMA,200,11,2,8,Polynomial,0.8226,SBX,500,7,N/A,31.3833,0.000000,0.386849
SRD,Engineering,CMOEA/D-DMA,300,11,2,1,Polynomial,0.8675,SBX,1000,7,[3070.51138795 1323.40761582],77.7470,0.871919,0.326122
SRD,Engineering,CMOEA/D-DMA,100,11,2,8,Polynomial,0.8021,SBX,100,7,N/A,2.3255,0.000000,0.270901
SRD,Engineering,CMOEA/D-DMA,200,11,2,6,Polynomial,0.7142,SBX,50,7,[4383.696821   1341.14807148],2.5312,1.149171,0.927028
SRD,Engineering,CMOEA/D-DMA,300,11,2,8,Polynomial,0.9214,SBX,500,7,[3013.33213257 1317.97231722],39.7280,0.791077,0.003615
SRD,Engineering,CMOEA/D-DMA,300,11,2,1,Polynomial,0.7223,SBX,300,7,[4586.5773395  1332.73163105],23.8516,1.156307,0.923718
SRD,Engineering,CMOEA/D-DMA,400,11,2,2,Polynomial,0.8142,SBX,100,7,N/A,19.5111,0.000000,0.530167
SRD,Engineering,CMOEA/D-DMA,300,11,2,4,Polynomial,0.7335,SBX,300,7,[5459.64631924 1342.02792143],24.8621,1.171992,0.629049
SRD,Engineering,CMOEA/D-DMA,200,11,2,2,Polynomial,0.7658,SBX,50,7,[4108.46571218 1339.88197809],2.5359,1.136851,0.451127
SRD,Engineering,CMOEA/D-DMA,200,11,2,1,Polynomial,0.8988,SBX,300,7,N/A,18.3685,0.000000,0.488423
SRD,Engineering,CMOEA/D-DMA,300,11,2,2,Polynomial,0.7948,SBX,1000,7,N/A,112.6394,0.000000,0.338185
SRD,Engineering,CMOEA/D-DMA,200,11,2,4,Polynomial,0.7132,SBX,300,7,N/A,18.4892,0.000000,0.953231
SRD,Engineering,CMOEA/D-DMA,400,11,2,1,Polynomial,0.7583,SBX,1000,7,[5657.28038868 1353.46051816],120.6033,1.174942,0.823420
SRD,Engineering,CMOEA/D-DMA,500,11,2,6,Polynomial,0.9324,SBX,300,7,[3990.77675627 1345.43741583],54.1482,1.132343,0.186308
SRD,Engineering,CMOEA/D-DMA,200,11,2,1,Polynomial,0.9092,SBX,300,7,[3049.93825373 1306.92504433],13.2845,0.836027,0.091067
SRD,Engineering,CMOEA/D-DMA,300,11,2,6,Polynomial,0.9801,SBX,50,7,N/A,6.2955,0.000000,0.792414
SRD,Engineering,CMOEA/D-DMA,500,11,2,1,Polynomial,0.8707,SBX,500,7,[4666.6607248  1349.82369942],85.6939,1.158597,0.577433
SRD,Engineering,CMOEA/D-DMA,100,11,2,8,Polynomial,0.7446,SBX,50,7,[3445.98683292 1345.6841686 ],1.0570,1.065417,0.831603
SRD,Engineering,CMOEA/D-DMA,400,11,2,2,Polynomial,0.9057,SBX,300,7,N/A,56.0788,0.000000,0.204179
SRD,Engineering,CMOEA/D-DMA,200,11,2,1,Polynomial,0.7689,SBX,1000,7,[5220.15892562 1325.77624427],44.5182,1.168694,0.350683
